1131061 1380283 496415 357606 122013 963797 1317325 306441 762551 1353135 
1288871 1264179 471809 52674 122013 963797 1317325 350467 761775 1242156 
1131061 1211010 496415 153469 122013 963797 1354794 350467 761775 1317407 
1288871 1263109 496415 186714 122013 963797 1317325 259040 761775 1242156 
1131061 1211010 496415 357606 122013 963797 1317325 306441 762551 1353135 
1334069 1263109 496415 186714 122013 963797 1317325 350467 761775 1242156 
1288871 1129031 496415 186714 122013 963797 1317325 350467 761775 1242156 
1288871 1281499 327276 52674 122013 963797 1317325 350467 761775 1242156 
1288871 1141356 471809 186714 122013 963797 1317325 350467 761775 1242156 
1268825 1211010 496415 1746 122013 1031892 1270249 350467 761775 1353135 
1131061 1211010 496415 153469 122013 963797 1317325 350467 761775 1317407 
1131061 1211010 496415 186714 122013 963797 1317325 306441 762551 1353135 
1268825 1211010 496415 1875 122013 1031892 1270249 350467 761775 1353135 
1268825 1211010 496415 17538 122013 826369 1270249 350467 657590 1353135 
1388758 1344514 496415 186714 122013 963797 1317325 350467 761775 1242156 
1334069 1263109 496415 186714 122013 963797 1347100 350467 761775 1242156 
1288871 1141356 427224 186714 122013 963797 1317325 350467 761775 1242156 
1268825 1211010 496415 315060 122013 963797 1388414 350467 761775 1269781 
1365102 1263109 496415 186714 122013 963797 1317325 350467 761775 1242156 
1388758 1263109 496415 186714 122013 963797 1317325 350467 761775 1242156 
1131061 1262954 496415 357606 122013 963797 1317325 306441 762551 1353135 
1131061 1211010 496415 153469 122013 963797 1317325 350467 746004 1353135 
