436940 38829 886611 1269199 1117178 1269670 474383 439728 200920 314557 
1272219 1065701 431461 1262316 904065 719998 666653 1336877 107386 1085043 
436940 38829 886611 1269199 1117178 1269670 474383 439728 200920 314557 
963557 1271778 732290 812907 204555 1048947 1338075 1189026 249141 234165 
963557 654638 1280113 88573 131240 620674 1085976 469597 1114360 189621 
1279170 260079 815691 212556 1127240 1265258 1072472 826802 1011823 1010279 
1272219 1065701 431461 1262316 904065 719998 666653 1336877 107386 1085043 
1269347 633600 1279239 495903 801634 756770 564067 960250 247596 1383501 
433443 38829 894710 1269199 1117178 1269670 474383 439728 200920 314557 
1278701 633600 1279239 212142 340667 756770 566997 1138573 210906 1385108 
612392 455618 236421 807094 131321 148463 775628 235729 256980 427191 
1278630 755881 728258 206683 342681 187748 1279588 1138161 207951 1031882 
1278630 609438 727879 206683 342681 1261921 1337572 1138161 120004 1032022 
612392 455618 440191 1267613 104208 1265171 796587 1365090 134761 298621 
1220157 589533 731554 1356976 975384 1262536 1337644 893222 119813 526221 
961176 643146 1000716 220219 880782 1267588 898861 1237748 1248051 190780 
1272219 1065701 431461 89115 81732 719998 666452 1336877 107386 1085043 
675984 260079 848914 500803 627032 1265654 466963 826802 221684 1010279 
1269347 633600 1265672 495903 820904 756770 564067 960250 1264278 1370398 
1271400 642655 441717 73883 876047 619704 898861 1215394 1248051 190780 
961176 612445 733824 89415 864335 1279259 1356223 1263899 1248051 190780 
961176 612445 733824 89415 864335 1279259 1356223 1263899 1248051 190780 
675260 1042285 841231 72617 880782 619704 1114216 1239832 1263094 190780 
961176 642655 436506 72617 880782 619704 899146 1239832 1248051 190780 
961176 643146 1000961 89536 864248 1267588 898861 1237253 1248051 190780 
961176 612427 460905 72617 880782 1279259 1356223 1265105 1248051 190780 
1220157 589512 731853 1356976 975384 1262536 1337644 893222 119813 526221 
675984 260079 848598 563473 627032 1270162 1110792 428919 1011823 1010279 
1278630 1186293 730637 190331 342681 1261921 1337572 233051 751810 1032022 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
961176 642655 436506 72617 880782 619704 898861 1239832 1248051 190780 
433432 38829 1044924 1269199 1117178 1269670 474383 439728 200920 314557 
433432 38829 1044924 1269199 1117178 1269670 474383 439728 200920 314557 
1278630 755881 728258 206683 342681 221598 1279588 1138161 207951 1031882 
961176 612445 460905 72617 811948 1279259 1356223 1265105 1248051 190780 
963557 639920 1042962 215059 201403 1048947 453211 1187684 249038 234165 
1271398 415324 732492 685442 333908 153729 774899 255901 124980 1017499 
1278630 605890 236077 206683 342681 1261921 1330918 1341137 120004 1032022 
