1384698 97562 1357441 659602 31903 762826 1372917 88824 1016838 558362 
569190 707163 216374 793271 1231595 240352 408299 773493 263692 961517 
1354475 886526 1325189 92813 19621 195962 1372917 92240 1021346 1048876 
81638 705591 216374 793271 1231595 299797 408299 773481 837499 959947 
81638 705591 216374 793271 1231595 299797 408299 773481 837499 959947 
81638 705591 216374 793271 1231595 240352 408299 773481 263692 960852 
81638 705591 216374 793271 1231595 240352 408299 773481 263692 960852 
81638 705591 216374 793271 1231595 240352 408299 773481 263692 960852 
79894 705591 1344365 793271 1223495 240352 1396476 730876 263692 960852 
540982 541806 1334789 82687 1210901 810000 1372917 731094 148731 479518 
561415 97562 1357441 659602 31903 762826 1372917 88824 1016838 558362 
1358769 888156 1169693 156776 1301302 222976 1372917 84969 124529 485144 
1287306 705512 231269 132861 410481 234508 408299 773481 263692 960852 
1357301 126773 264194 657027 1215351 219627 1380316 787447 1024540 1041079 
1385342 97562 1321979 673088 31903 809794 1372917 1158362 278348 558362 
124899 123402 1280579 1149785 1000052 816834 288887 1172982 849004 1030578 
546283 705591 146686 793271 1240191 751530 408647 773481 263692 958223 
81638 723257 216374 793271 1231595 299797 538056 774580 742892 959947 
1345780 126773 264194 657027 1215351 219627 408299 787447 1024667 1389318 
1345780 126773 264194 657027 1215351 219627 408299 787447 1024667 1389318 
1345780 126773 264194 657027 1215351 219627 408299 787447 1024667 1389318 
1384698 97562 1209913 657007 31903 762826 1372917 804343 1016838 551732 
1345780 126773 264194 1335367 1215351 219627 296584 787447 1024667 1389318 
81638 705591 216374 793271 410914 240352 408299 773481 263692 960852 
1327309 538343 232947 653030 830025 809865 1372917 731710 148818 1392920 
81277 705591 235281 793271 410914 240352 408299 773481 263692 956082 
81638 705591 216374 793271 410914 240352 408299 773481 263692 960852 
81638 705591 216374 793271 1231595 299797 414198 773481 248908 959947 
1345780 126773 264194 659581 1215351 219627 408299 787447 1024667 1389318 
567080 97562 1321979 659602 31903 757025 1372917 1167160 278348 558362 
567080 97562 1321979 659602 31903 757025 1372917 1167160 278348 558362 
20729 14625 249151 1041191 12901 848452 1401064 823238 960805 1270867 
81638 705591 216374 793271 410914 240352 408299 773481 263692 960852 
20729 14625 249151 1041191 12901 848452 1401064 823238 960805 1270867 
561866 648507 216374 793271 1231595 240105 408299 775923 263692 961752 
1385342 97562 1321979 657047 31903 757025 1372917 1167160 278348 558362 
81638 705591 216374 793271 1231595 299797 414198 773481 248908 959947 
37997 705591 216374 793271 1231595 240352 408299 773481 852282 960852 
596639 126773 264194 649668 838065 805727 1180394 725190 1024667 1039220 
1358769 888156 1169693 156776 1301302 223082 1372917 84969 148731 485144 
610073 540441 1280675 137418 542151 784008 1372917 505862 148731 479605 
570345 126773 1300746 790504 1215351 830160 1371306 66617 264226 1041115 
1361625 28341 281107 636279 1215351 207967 408299 788191 1021675 1050104 
572444 656343 1310637 1149697 1000052 240115 280938 128111 838402 1030578 
580565 888156 1357441 659602 31903 762826 1372917 88824 1017323 546384 
561416 97562 1359602 656225 34818 762826 1372917 88824 254172 561017 
49152 14625 239077 1046448 12901 848452 388961 823238 1023404 1274266 
49152 14625 239077 1046448 12901 848452 388961 823238 1023404 1274266 
1385342 97562 1321979 659602 31903 757025 1372917 1167160 278348 558362 
561866 14658 216374 797547 1231595 240352 408299 775923 263692 961513 
1345780 126773 264194 657027 1215351 219627 1180394 787447 1024667 1041079 
572444 656343 1310637 1149697 1000052 240115 280938 128111 838402 1030578 
579742 540441 1334789 82687 1301884 810000 1372917 731094 148731 479518 
685510 705591 234414 793271 1231595 802923 408299 773481 837499 1053166 
1344680 22805 264194 1316706 1194869 219789 409979 1179945 1035889 1389318 
288749 1046543 886649 662512 995155 954987 158470 768568 1037584 1289763 
1345780 126773 264194 657027 1215351 219627 1180394 787447 1024667 1041079 
1375272 126773 264194 666970 1215252 208213 294110 787447 1024724 1389318 
579742 540441 1334789 82687 1301884 810000 1372917 731094 148731 479518 
1327309 537536 232813 653030 830025 809865 1372917 731710 148818 1392920 
561866 1273298 216374 792213 1231595 211302 395641 446885 263692 1027026 
