"NSGAIII"	"0.38479846175003596	0.3277653462369232	0.43333745523385286	0.4364244138352765	0.2938617110367323	0.2855086376483188	0.4277974368858029	0.37154503307980496	0.3616880939731299	0.39312523815926553	0.37406518300048075	0.45696788971038144	0.38476573094115013	0.3221728549568136	0.3793594246350602	0.3589035889498308	0.41704855614562736	0.38009290100614196	0.313294282740078	0.39594828642078367	0.33238791195708317	0.34533886002976444	0.32214128246702334	0.2964111319317547	0.35046941558776645	0.41550417392370964	0.36698724702990454	0.29479141388070074	0.39223470911726743	0.3376202657659126	"
"NSGAIII"	"0.44030382011602476	0.24971579396533042	0.405580703107427	0.45854360430589786	0.48923573236112466	0.3748501726279947	0.40253963599562537	0.5028991487457859	0.5002338763801674	0.4487521224952638	"
