"NSGAIII"	"0.09019750079425860322945851521581062115728855133056640625	0.1823405175133475386584080979446298442780971527099609375	0.1495019227242521953069598339425283484160900115966796875	0.08166716589583712659905501141111017204821109771728515625	0.153370318408493078177201596190570853650569915771484375	0.1418941851311118773626418487765477038919925689697265625	0.0928502423701522971999366973250289447605609893798828125	0.10841384818774803255880812002942548133432865142822265625	0.1152695888235801546795045169346849434077739715576171875	0.1174817775438297962065092860939330421388149261474609375	0.161408263192879264380508175236172974109649658203125	0.11425307365427821160164256752977962605655193328857421875	0.09554251639662626749416318716612295247614383697509765625	0.1370755457686516631810036415117792785167694091796875	0.08934401039632876295737418104181415401399135589599609375	0.10693900925796905043707596405511139892041683197021484375	0.10088954161839237821940429284950369037687778472900390625	0.0985596533807887864586660953136743046343326568603515625	0.1282626014305214556809886516930419020354747772216796875	0.20135756414431771332829157472588121891021728515625	0.1357742736332000210719428423544741235673427581787109375	0.12253463925010933677217650483726174570620059967041015625	0.128556754157588437603720876722945831716060638427734375	0.1865453537985119203401751519777462817728519439697265625	0.10287517844112319120863929811093839816749095916748046875	0.1245259230639802761064771630117320455610752105712890625	0.10990181060080379815691031808455591090023517608642578125	0.1341670744794438430158578512418898753821849822998046875	0.08977484835574778276878760152612812817096710205078125	0.1306684466611737482910626795273856259882450103759765625	"
"NSGAIII"	"0.08928967483220930090315192728667170740664005279541015625	0.2132086157832128459066467485172324813902378082275390625	0.0923038196714889014327098948342609219253063201904296875	0.1036715411386467111665155016453354619443416595458984375	0.1913455837924893654378166729657095856964588165283203125	0.1507511721085993128266267149228951893746852874755859375	0.178442064902571029261224566653254441916942596435546875	0.1622235119870749919801511396144633181393146514892578125	0.1170629345488237993411217985340044833719730377197265625	0.08291913499196974790539371724662487395107746124267578125	"
