"IBEA"	"0.1088910973555400618639765752959647215902805328369140625	0.1610647568917103755747888271798728965222835540771484375	0.1526470757181937754065614853971055708825588226318359375	0.1104912818698380316817519997130148112773895263671875	0.1538538386379873779130633693057461641728878021240234375	0.09074030724170782657989065000947448424994945526123046875	0.097300907336119013546493761168676428496837615966796875	0.1217079961431860313236796855562715791165828704833984375	0.2032121614462224223895958630237146280705928802490234375	0.1540252442798043797100859819693141616880893707275390625	0.1107672305102145315913730883039534091949462890625	0.1463416384529764024957643187008216045796871185302734375	0.14422073798441570335882033759844489395618438720703125	0.158116872430015320549756552281905896961688995361328125	0.144218381488014635305461297321016900241374969482421875	0.09030108218545185305714539936161600053310394287109375	0.11421355561924222132841322263629990629851818084716796875	0.15357607962898356390724075026810169219970703125	0.08806242920693040099333614989518537186086177825927734375	0.09532521588949283142255808343179523944854736328125	0.172029677968306426993905233757686801254749298095703125	0.0907543969550657914080460386685444973409175872802734375	0.1553254532107965213416633787346654571592807769775390625	0.09991183262170806600455108537062187679111957550048828125	0.156546072386510026763772884805803187191486358642578125	0.1462603368525809965916550936526618897914886474609375	0.1131094750233523626992138133573462255299091339111328125	0.2002817547939177433846680287388153374195098876953125	0.0973972392064978154113674690961488522589206695556640625	0.1110949935895040041611281367295305244624614715576171875	"
"IBEA"	"0.1560801722730274787576121298116049729287624359130859375	0.1072532685460026724566517941639176569879055023193359375	0.165797449635878724194526512292213737964630126953125	0.179517826956306247865313707734458148479461669921875	0.142619832431771176306511961229261942207813262939453125	0.1586448840175402053009889868917525745928287506103515625	0.1712943020040571806550389055701089091598987579345703125	0.19814032969368533532161791299586184322834014892578125	0.11976202137799717151178668927968828938901424407958984375	0.1426607294048990171031476847929297946393489837646484375	"
